ÀüÃ¼ ÀÎµ¦½º,Ã¤³Î¸í,Ã¤³ÎÀÎµ¦½º,±ÛÀÎµ¦½º,´ñ±Û³»¿ë,ÁÁ¾Æ¿ä
3959,½ÉÀå¿¡¹ÚÇö¼­,462,0,³»°¡ Á¦Èñº¸´Ù ¿¹»Ú´Ù VS Á¦Èñ°¡ ´õ ¿¹»Ú´Ù,0
3960,½ÉÀå¿¡¹ÚÇö¼­,463,0,"±Ç±âµ¿ ¿Ü°ü¿¡ Á¤Àç¿­ ³»°ü
vs
Á¤Àç¿­ ¿Ü°ü¿¡ ±Ç±âµ¿ ³»°ü
(°£´ÜÇÏ°Ô ¸»ÇÏ¸é
±Ç±âµ¿ ¾ó±¼¿¡ Á¤Àç¿­ ¼º°Ý
vs
Á¤Àç¿­ ¾ó±¼¿¡ ±Ç±âµ¿ ¼º°Ý)",0
3961,½ÉÀå¿¡¹ÚÇö¼­,464,0,Ã¶¼ö°¡ ½Ã¼Ó 10kmÀÇ ¼Óµµ·Î ´Þ¸®°í ¿µÈñ°¡ ½Ã¼Ó 20kmÀÇ ¼Óµµ·Î ´Þ¸±¶§ ¿µÈñÀÇ ½Å¹ß ºê·£µå´Â?,0
3962,½ÉÀå¿¡¹ÚÇö¼­,465,0,"Ã¥»ó À§¿¡ »ç°ú°¡ 10°³, ¹è°¡ 7°³, µþ±â°¡ 3°³ ÀÖ´Ù. Ã¶¼ö°¡ »ç°ú 5°³, ¹è¸¦ 3°³ ¸Ô¾úÀ»µû, ¿µÈñ´Â ¿À·£Áö¸¦ ¸î°³ ¸Ô¾úÀ»±î?",0
3963,½ÉÀå¿¡¹ÚÇö¼­,466,0,±Ç±âµ¿ ÀÌ¶û »ç±Ñ?,0
3964,½ÉÀå¿¡¹ÚÇö¼­,467,0,³ª´Â ±Ç±âµ¿ÀÌ ³ª¸¦ ÁÁ¾ÆÇÏ¸é »ç±ÐÀÇÇâÀÌ ÀÕ´Ù ¿À¿¢½º,0
3965,½ÉÀå¿¡¹ÚÇö¼­,468,0,¾ÕÀ¸·Îµµ °è¼Ó À¯Æ©¹ö¸¦ ÇÒ»ý°¢ÀÎÁö? ±Ã±ÝÇØ¿ä,0
3966,½ÉÀå¿¡¹ÚÇö¼­,469,0,"À¯Æ©ºê¸¦ ÇÏ°ÔµÈÀÌÀ¯!
À¯Æ©¹ö°¡ µÈ ÀÌÀ¯¿ä!",0
3967,½ÉÀå¿¡¹ÚÇö¼­,470,0,±âµ¿´Ô Á¤Àç¿­´Ô Áß ´©°¡ ´õ ³ª¾Æ¿©,0
3968,½ÉÀå¿¡¹ÚÇö¼­,471,0,Çâ¼ö ¹¹¾²¼¼¿©¿À,0
3969,½ÉÀå¿¡¹ÚÇö¼­,472,0,ÁøÁöÇÏ°Ô ±Ç±âµ¿´ÔÀÌ »ç±ÍÀÚ°íÇÏ¸é ¹Þ¾ÆÁÖ½Ç ÀÇÇâÀÖÀ¸½Å°¡¿ä %·Î µûÁö¸é,0
3970,½ÉÀå¿¡¹ÚÇö¼­,473,0,¿Ö ±×·¸°Ô ÀÌ»Ú°í ±Í¿±°í »ç¶û½º·¯¿ì¼¼¿ä ??????,0
3971,½ÉÀå¿¡¹ÚÇö¼­,474,0,Å° ¸ö¹«°Ô°¡ ¾î¶»°Ô µÇ³ª¿ä?,0
3972,½ÉÀå¿¡¹ÚÇö¼­,475,0,Çö¼­´Â Á¦Èñº¸´Ù ³»¸é ¿Ü¸é ¸ðµÎ ´õ ÀÌ»Ú´Ù ¸Â´Ù ¾Æ´Ï´Ù?,0
3973,½ÉÀå¿¡¹ÚÇö¼­,476,0,È¸»ç¿¡¼­ ¾î¶² ÀÏÀ» ÇÏ°í ÀÖ´ÂÁö°¡ ±Ã±ÝÇØ¿ä.,0
3974,½ÉÀå¿¡¹ÚÇö¼­,477,0,ÀÚÁÖ ÀÌ¿ëÇÏ´Â ¼îÇÎ¸ôÀÌ³ª ¿Ê¾îµð¼­ »ç´ÂÁö ±Ã±ÝÇØ¿© ¤¾??¤¾??,0
3975,½ÉÀå¿¡¹ÚÇö¼­,478,0,´ã¹è ¹¹Æì¿ä?,0
3976,½ÉÀå¿¡¹ÚÇö¼­,479,0,Çö¼­ ´©³ª ¸ö¹«°Ô,0
3977,½ÉÀå¿¡¹ÚÇö¼­,480,0,Áö±Ý ±îÁö »ç±Ï ³²ÀÚÄ£±¸´Â ¸î¸í...?,0
3978,½ÉÀå¿¡¹ÚÇö¼­,481,0,À¯Åõºê ±×¸¸µÎ¸é ÇØº¸°í ½ÍÀº ÀÏ,0
3979,½ÉÀå¿¡¹ÚÇö¼­,482,0,Á¦ÀçÄ¿ÇÃvsµ¿¶°Ä¿ÇÃ ¾î¶²Ä¿ÇÃÀÌ ´õ Àß¾î¿ï¸°´Ù°í »ý°¢ÇÏ³ª¿ä???,0
3980,½ÉÀå¿¡¹ÚÇö¼­,483,0,"1,±âµ¿ÀÌ¶û »ç±Ð»ý°¢ÀÖÀ¸¼¼¿ä?
2,ÇÖµµ±×ty,½ºÆ®µð¿À ¾îµð°¡ÁÁ¾Æ¿©?
3,º¯ÅÂ¿¡¿ä?
4,À¯Æ©ºê ½ÃÀÛÇÏ°Ô‰Â °Ô±â´Â?
5,ÇÖµµ±×,½ºÆ©µð¿À¿¡ ÃëÁ÷ ÇÏ°Ô‰Â ÀÌÀ¯",0
3981,½ÉÀå¿¡¹ÚÇö¼­,484,0,»ç¶ûÇØ¿ä,0
3982,½ÉÀå¿¡¹ÚÇö¼­,485,0,½Â¹«¿ø µÇ°í½ÍÀºµ¥ »ç¶÷µéÀÌ ´ëºÎºÐ ½Â¹«¿ø ¹«½ÃÇÏ´Â ºÐÀ§±â¿¡¿ä..µÉ±î¿ä µÇÁö¸»±î¿ä ¾ð´Ï Á¶¾ðÁ»¿ä,0
3983,½ÉÀå¿¡¹ÚÇö¼­,486,0,Ã¢¸ð´Â Á¸³ª ÁÁÀºµ¥ »ç±ÍÁöµµ¸øÇÏ°í °áÈ¥µµ ¸øÇØ¼­ ¿ì¿ïÇÏÁø ¾ÊÀ¸½ÅÁö..Àü ´©°¡´©°¡Åº»ý½ÃÅ²¹«½¼´Ü¶§¹®¿¡ Á» ±×·¡¿ä..¸¹ÀÌ ÁöÃÄ°¡¿ä..,0
3984,½ÉÀå¿¡¹ÚÇö¼­,487,0,Ä¡µ· °íµ· °íÄ¡µ· (µ‚1),0
3985,½ÉÀå¿¡¹ÚÇö¼­,488,0,ÇÖµµ±×¿¡¼­ Á¦Èñ¾ð´Ï¶û °°ÀÌ ±Ç·ÂÀâ°í ±Ç±âµ¿ Á¤Àç¿­ ¸ô¾Æ³¾ °èÈ¹ ÀÖÀ¸½ÅÁö,0
3986,½ÉÀå¿¡¹ÚÇö¼­,489,0,´©³ª ÆäºÏ Ä£Ãß ¹Þ¾ÆÁà¼­ °í¸¶¿ö¿ä,0
3987,½ÉÀå¿¡¹ÚÇö¼­,490,0,¿À´ÃÀÇ TMI !!!,0
3988,½ÉÀå¿¡¹ÚÇö¼­,491,0,ÀÌ ´ñ±ÛÀÌ ³ª°¡°Ô ÇØÁÖ¼¼¿ä,0
3989,½ÉÀå¿¡¹ÚÇö¼­,492,0,º»ÀÎÀÌ »ý°¢ÇÏ´Â ³²ÀÚ·Î¼­ ±Ç±âµ¿Àº?,0
3990,½ÉÀå¿¡¹ÚÇö¼­,493,0,"±Ç±âµ¿ÀÌ¶û °áÈ¥ÇÏ±â 
VS 
Á¤Àç¿­ÀÌ¶û °áÈ¥ÇÏ±âÁß °ñ¶óÁÖ¼¼¿ä",0
3991,½ÉÀå¿¡¹ÚÇö¼­,494,0,±Ç±âµ¿´ÔÀÌ¶û ½Ã±Ð »ý°¢Àº ¾øÀ¸¼¼¿ä???,0
3992,½ÉÀå¿¡¹ÚÇö¼­,495,0,±âµ¿´Ô¿¡ ´ëÇÑ Áø½ÇµÈ ¸¶À½ ¾Ö±âÇØÁÖ±â,0
3993,½ÉÀå¿¡¹ÚÇö¼­,496,0,±Ç±âµ¿´ÔÀ»ÁÁ¾ÆÇÏ°íÀÖ³ª¿ä?,0
3994,½ÉÀå¿¡¹ÚÇö¼­,497,0,"Q. ÇÖµµ±× ½ºÆ©µð¿À ¸â¹öµé°ú ¾î¶»°Ô Ä£ÇØÁ³´ÂÁö, ÃÔ¿µ°è±â
Q. À¯Æ©¹ö µÇ±â Àü Á÷¾÷Àº ¹«¾ùÀÌ¿´´ÂÁö, Á¦2ÀÇ Á÷¾÷(?)À¸·Î ÇÏ°í½ÍÀº ÀÏÀº ¹«¾ùÀÎÁö
Q. Ä£ÇÏ°Ô Áö³»°í½ÍÀº ´Ù¸¥ À¯Æ©¹öºÐµéÀÌ ÀÖ´ÂÁö

¾ð´Ï ³ª¸§ ½ÅÁßÇÏ°Ô Àû¾ú¾î¿ä ? ²¿¿Á ´äº¯ÇØÁÖ¼¼¿ä",0
3995,½ÉÀå¿¡¹ÚÇö¼­,498,0,±Ç±âµ¿À» ³²ÀÚ·Î º»ÀûÀÌ ÀÖ´Ù ¾ø´Ù,0
3996,½ÉÀå¿¡¹ÚÇö¼­,499,0,±âµ¿´ÔÀÌ¶û °áÈ¥ÇÏ±â vs Àç¿­´ÔÀÌ¶û °áÈ¥ÇÏ±â,0
3997,½ÉÀå¿¡¹ÚÇö¼­,500,0,"ÇÑ¸íÀ» ±â¾ï¼Ó¿¡¼­ Áö¿ö¹ö·Á¾ß ÇÑ´Ù¸é?
       ±Ç±âµ¿VSÁ¤Àç¿­",0
3998,½ÉÀå¿¡¹ÚÇö¼­,501,0,À¯Åõºê¸¦ ÇÏ±â°Ç ½ÃÀÛ °è±â ±×¸®°í ÇÏ±âÀü Á÷¾÷,0
3999,½ÉÀå¿¡¹ÚÇö¼­,502,0,Æò»ý ¼ú¾È¸Ô±â ´ë Æò»ý ±Ç±âµ¿ ¿©Ä£À¸·Î»ì±â,0
4000,½ÉÀå¿¡¹ÚÇö¼­,503,0,¾Ë±¼¼øÀ§ Á¤Àç¿­ ¿ì¼øPD ±Ç±âµ¿ ²ÀÇØÁÖ¼¼¿ë,0
4001,½ÉÀå¿¡¹ÚÇö¼­,504,0,"¤Ó.Çö¼­´ÔÀº ³²Ä£¾ø³ª¿ä?
2.Çö¼­´Ô ¼¼»ó¿¡¼­ ÇÑ¸íÀÌ¶û²À»ç°Ü¾ßµÇ¸é
±Ç±âµ¿vsÁ¤Àç¿­vs¿ì¼ø´Ô?",0
4002,½ÉÀå¿¡¹ÚÇö¼­,505,0,Ã¢¸ðvs±Ç±âµ¿,0
4003,½ÉÀå¿¡¹ÚÇö¼­,506,0,¾ð´ÏÀÇ ÃÖ¾Ö À½½Ä Á¶ÇÕ(²ÜÆÁ..? ¾ð´Ï¸¸ÀÇ Á¶ÇÕ),0
4004,½ÉÀå¿¡¹ÚÇö¼­,507,0,¸î»ì ÀÌ½Å°¡¿ä?,0
4005,½ÉÀå¿¡¹ÚÇö¼­,508,0,Çö¼­´Ô ¼ºÇü ÇÏ¼Ì³ª¿ë?,0
4006,½ÉÀå¿¡¹ÚÇö¼­,509,0,"À¯Æ©¹ö È°µ¿ ¾ðÁ¦±îÁö ÇÏ½Ç°Ç°¡¿ä??
Æò»ýÇØÁÖ¼¼¿ä!!!Àç¹Õ¾îŸD¤»¤»¤»¤»¤»",0
4007,½ÉÀå¿¡¹ÚÇö¼­,510,0,³²Ä£ÀÖ¾î¿ä?,0
4008,½ÉÀå¿¡¹ÚÇö¼­,511,0,ºô¾ú¾îvs¸ÞÅ×¿À,0
4009,½ÉÀå¿¡¹ÚÇö¼­,512,0,"¸Ó¸® ÁøÂ¥ ¾ð´Ï¸Ó¸®¿¡¿ä? °ü¸®¾î¶»°ÔÇÏ¼¼¿ä?
¹øÈ£µûÀÎÀûÀÖ¾î¿ä?Çä¤¡ ¾î¶ßÄ»
À¯Æ©ºê ¾ÈÇßÀ¸¸é Áö±ÝÂë ¹¹ÇÏ°íÀÖÀ»°Å°°¾Ö¿ä?
¹Ù¼±»ýÀÌ¶û ÇÑ´Þµ¿°Å vs ±âµ¿ÀÌ¶û ÇÑ´Þµ¿°Å",0
4010,½ÉÀå¿¡¹ÚÇö¼­,513,0,"Á¤Àç¿­ÀÌ¶û ¼ú¾Ê¸Ô°í »ì±â VS ±Ç±âµ¿ÀÌ¶û ¼ú¾Ê¸Ô°í »ì±â  VS ¿ì¼øPD¶û ¼ú¾Ê¸Ô°í »ì±â VS Á¤Àç¿­,±Ç±âµ¿,¿ì¼øPD  ¶û °°ÀÌ »ì°í ¼ú¸Ô±â",0
4011,½ÉÀå¿¡¹ÚÇö¼­,514,0,"1.Çö¼­¾ð´Ï Ä³¸¯ÅÍ ¸¸µé½Ç »ý°¢Àº ¾ø¾î¿ä? ((Á¦°¡ ¸¸µé¾î µå¸®°í½Í³×¿ä/// Á¦°¡ ÀÎ¹°È­´Â ¸ø±×·Áµµ Ä³¸¯ÅÍ´Â Àß±×¸®´Â ÆíÀÌ¶ó¼­!!))
2.¸î»ìÀÌ½Å°¡¿ä?",0
4012,½ÉÀå¿¡¹ÚÇö¼­,515,0,±Ç±âµ¿ÇÏ°í °áÈ¥ÇÏ°í ÇÖµµ±×´Ù´Ï±âvs ¿ì¼øPDÇÏ°í ÇÖµµ±× ±×¸¸µÎ°í ´Ù´Ï±â,0
4013,½ÉÀå¿¡¹ÚÇö¼­,516,0,"²À ÇÑ À½½Ä¸¸ ¸Ô°í »ì¾Æ¾ß µÈ´Ù¸é
¿ÀÀÌ vs Àç¿­´Ô ¿ä¸® vs È«¾î vs ±âµ¿´Ô ¿ä¸®",0
4014,½ÉÀå¿¡¹ÚÇö¼­,517,0,Àç»ê 1000¾ï ±Ç±âµ¿ vs Àç»ê 1000¸¸¿ø Ã¢¸ð,0
4015,½ÉÀå¿¡¹ÚÇö¼­,518,0,¾î¶»°Ô À¯Æ©¹ö°¡ µÇ¼Ì³ª¿ä?,0
4016,½ÉÀå¿¡¹ÚÇö¼­,519,0,¾ð´Ï ±¸µÎ µî ÀÎ»ý½Å¹ß ÃßÃµÇØÁÖ¼¼¿ä,0
4017,½ÉÀå¿¡¹ÚÇö¼­,520,0,À¯Æ©ºê ½ÃÀÛÇÑ °è±â°¡ ±Ã±ÝÇØ¿ä !,0
4018,½ÉÀå¿¡¹ÚÇö¼­,521,0,±Ç±âµ¿´ÔÀÌ¶û ºñÁî´Ï½º¿¡¿ä ¾Æ´Ô ÁøÂ¥ ¸¶À½ÀÌ µÑ´ÙÀÖ´Â°Ç°¡¿ä.....(¾ó¸¶Àü¿µ»ó Á¦¸ñ¿¡ ³²»çÄ£ÀÌ¶ó ½áÁ®ÀÖ¾îµµ ¸¶À½ÀÌ ÀÖ´Â°Å°°Àº....),0
4019,½ÉÀå¿¡¹ÚÇö¼­,522,0,±âµ¿´ÔÀ» »ç¶ûÇÏ±â vs Àç¿­´ÔÀ» »ç¶ûÇÏ±â,0
4020,½ÉÀå¿¡¹ÚÇö¼­,523,0,¹Û¿¡¼­ ¿ì¿¬È÷ ¸¸³ª¸é ÀÎ»ç ¹Þ¾ÆÁÖ½Ã³ª¿ä...?,0
4021,½ÉÀå¿¡¹ÚÇö¼­,524,0,Á¦Èñ´Ô°ú ¿ìÁ¤Ã¤³Î ¸¸µé±âvs±âµ¿´Ô°ú Ä¿ÇÃÃ¤³Î¸¸µé±â,0
4022,½ÉÀå¿¡¹ÚÇö¼­,525,0,ÁøÂ¥ ÀÏÁø Ãâ½ÅÀÎ°¡¿ä?,0
4023,½ÉÀå¿¡¹ÚÇö¼­,526,0,"1.¼ÓÁ÷È÷ ±âµ¿´ÔÇÑÅ× ¼³·»ÀûÀÖ´Ù/¾ø´Ù
2.¾ð´Ï Áö±Ý ÁÁ¾ÆÇÏ´Â »ç¶÷ÀÖ¾î¿ä? ±×·³ ´©±¸¿¡¿ä?
3.¾ð´Ï ±âµ¿´ÔÀÌ¶û »ç°ÜÁÖ½Ã¸é ¾ÈµÇ¿ä?",0
4024,½ÉÀå¿¡¹ÚÇö¼­,527,0,³ª ¹ÚÇö¼­´Â ±Ç±âµ¿¿¡°Ô »ç¶ûÇÏ´Â °¨Á¤À» ´À³¤ ÀûÀÖ´Ù  (¸î¹ø),0
4025,½ÉÀå¿¡¹ÚÇö¼­,528,0,Á¦ ÄáÆÏÇÏ³ª ¶§µå¸±±î¿ä,0
4026,½ÉÀå¿¡¹ÚÇö¼­,529,0,Á¦ ÇÚµåÆù¾îµð°¬³ª¿ä?¶ó°íÁú¹®ÇÒÁÒ¾Ë¾ÒÁÒ ¿ªÀ¸·Î Çö¼­´ÔÇÚµåÆùÀº ¾îµ÷ÁÒ?¶ó°íÁú¹®ÇÒ·Á ±×·§´Âµ¥ ÀÌ°Íµµ Áú¹®ÇÏ±â½È¾îÁ³¾î¿ä °á·ÐÀº ¾È³çÇÏ¼¼¿ä,0
4027,½ÉÀå¿¡¹ÚÇö¼­,530,0,¾î¶»°Ô ÇØ¼­ À¯Æ©ºê ÀÌ¸§ÀÌ ½ÉÀå¿¡ ¹ÚÇö¼­°¡ µÆ³ª¿ä?,0
4028,½ÉÀå¿¡¹ÚÇö¼­,531,0,Çö¼­´Ô ±âµ¿´Ô Ä«Åå ÀÌ¸§À» ¾î¶»°Ô Çß³ª¿ä?,0
4029,½ÉÀå¿¡¹ÚÇö¼­,532,0,"Çö¼­´Ô Æ½Åå ÇØº¸½Ç»ý°¢¾ø³ª¿ë?? ¿µ»ó ¿Ã·Á¼­ ÁÁ¾Æ¿ä ÆÈ·Î¿ö ´­¸£´Â °Çµ¥ ÀÎ±â°¡¸¹À»°Í °°¾Æ¼­¿ë

±×¸®°í ²À °ñ¶óÁÖ¼¼¿ë

±Ç±âµ¿´ÔÇÏ°í °áÈ¥ÇÏ±â
               Vs
°­Á¦Èñ´Ô ÇÏ°í ¼ÕÀýÇÏ±â",0
4030,½ÉÀå¿¡¹ÚÇö¼­,533,0,±âµ¿´ÔÀÌ¶û °áÈ¥ÇØ¼­ Àç¿­´ÔÀÌ¶û ¹Ù¶÷ÇÇ±â vs Àç¿­´ÔÀÌ¶û °áÈ¥ÇØ¼­ ±âµ¿´ÔÀÌ¶û ¹Ù¶÷ÇÇ±â,0
4031,½ÉÀå¿¡¹ÚÇö¼­,534,0,¶²¶°¾ð´ÏÀÇ ¿¹»Û ¿Ü¸ð ºñ°áÀº ¹º°¡¿ä?????,0
4032,½ÉÀå¿¡¹ÚÇö¼­,535,0,"±Ç±âµ¿ÀÌ °¡Àå ½È¾úÀ»¶§°¡ ¾ðÁ¨°¡¿ä,",0
4033,½ÉÀå¿¡¹ÚÇö¼­,536,0,¹ÎÁö PD´ÔÀÌ ÇÖµµ±×¿¡¼­ ³ª°¡°Ô µÈ ÀÌÀ¯,0
4034,½ÉÀå¿¡¹ÚÇö¼­,537,0,"´ç½ÅÀº žÍÄÉ ±Í¿©¿î°ÅÁÒ,,? 
¾îÂ°¼­ Á¦ ½ÉÀå¿¡ ¹ÚÇô(Çö)¼­ ºüÁöÁú ¾Ê´Â°ÅÁÒ,,
»©´Â ¹æ¹ý Á» ¾Ë·ÁÁÖ¼¼¿ä??",0
4035,½ÉÀå¿¡¹ÚÇö¼­,538,0,±âµ¿ÀÌ¶û »ç±Í±â Ã¢¸ð¶û »ç±Í±â,0
4036,½ÉÀå¿¡¹ÚÇö¼­,539,0,³²ÀÚÄ£±¸ ¸î¹ø »ç°ÜºÃ³ª¿ä??,0
4037,½ÉÀå¿¡¹ÚÇö¼­,540,0,¡°³»°¡ »çÂ¡ÀÌ µÈ´Ù¸é ±Ç±âµ¿°ú Á¤Àç¿­¿¡°Ô [      ]¸¦ ÇÒ °ÍÀÌ´Ù¡± [      ]´Â º¹¼ö? °°Àº °Å¿ä~~,0
4038,½ÉÀå¿¡¹ÚÇö¼­,541,0,±âµ¿´ÔÀÌ¶ûÁ¦Èñ´ÔÀÌ¶ûÅ°ÀçÁÖ¼¼¿ä.,0
4039,½ÉÀå¿¡¹ÚÇö¼­,542,0,±âµ¿´Ô¿¡°Ô ÀÌ¼ºÀû¸Å·ÂÀ» ´À³¤ÀûÀÌ ÀÖ³ª¿ë ??,0
4040,½ÉÀå¿¡¹ÚÇö¼­,543,0,"ÅæÀÌ¿ä. È­ÀåÇÒ¶§ Åæ. ÀÌ¿ÕÀÌ¸é ¼¼ºÎÅæ±îÁö ´Ù¿ä.
+Å°",0
4041,½ÉÀå¿¡¹ÚÇö¼­,544,0,ºñÁö´Ï½º ³Ê¹« ÀßÇÏ½Ã´Â ºñ°áÀÌ ¹º°¡¿ä??,0
4042,½ÉÀå¿¡¹ÚÇö¼­,545,0,"¿Â´ÏŸå,,!!!!!Áú¹®Àº ¸ð¸£°Ú°í ±×³É ¾ð´Ï°¡ ³Ê¹« ÁÁ¾Æ¿ë ¤Ð ¤Ð ¤Ð½ÉÀå¿¡¹ÚÇö¼­ ±â´Ù¸®´Ù°¡ ÀÏÁÖÀÏ Áß ÇÏ·ç°¡ »ç¶óÁ³¾î¿ä,,±×³à¸¦ ±â´Ù¸®´Ù ¡®¸ñ¡¯ÀÌ ºüÁ®¹ö·ÈÀ¸´Ï±î,,??",0
4043,½ÉÀå¿¡¹ÚÇö¼­,546,0,"³ªÀÌ ¸ö¹«°Ô Å°
Á¤Àç¿­VS±Ç±âµ¿VS¿ì¼ø",0
4044,½ÉÀå¿¡¹ÚÇö¼­,547,0,¾ð´Ï´Â ÃÖ°í¾ß Ç×»ó Çàº¹ÇßÀ¸¸éÇØ? ((¾ÇÇÃµéÀº ´«ÀÌ °É·¯ÁÖ±æ)),0
4045,½ÉÀå¿¡¹ÚÇö¼­,548,0,Çö¼­¾ð´Ï´Â ¿ÖÀÌ·¸°Ô ÀÌ»µ¿ä?¤Ð,0
4046,½ÉÀå¿¡¹ÚÇö¼­,549,0,"´Ù½Ã ÅÂ¾î³­´Ù¸é 
±Ç±âµ¿ÀÇ ¾Æ³» vs Á¤Àç¿­ÀÇ ¾Æ³»",0
4047,½ÉÀå¿¡¹ÚÇö¼­,550,0,°³±¸¸® °³ÇØÇÇÇØÇÇÇØ º¸ÀÌ³×,0
4048,½ÉÀå¿¡¹ÚÇö¼­,551,0,Çö¼­¢½,0
4049,½ÉÀå¿¡¹ÚÇö¼­,552,0,"1. ¸î»ìÀÌ½Å°¡¿ä?
2.À¯Æ©ºê´Â ¾îÂ¼´Ù ½ÃÀÛÇÏ°Ô µÇ½Å°ÇÁö ±Ã±ÝÇØ¿ä!
3.Å°°¡ ¾î¶»°Ô µÇ¼¼¿ä?
4. ±¸µ¶ÀÚ ¾ÖÄªÀº ¿Ö ÄáÆÏÀÌµé ÀÎ°¡¿ä??",0
4050,½ÉÀå¿¡¹ÚÇö¼­,553,0,Çö¼­´ÔÀÌ ºÃÀ»¶§ °³ÀÎÀûÀ¸·Î Àß»ý±èor¸ø»ý±è,0
4051,½ÉÀå¿¡¹ÚÇö¼­,554,0,"Á¤Àç¿­°ú Á¤¸» »ç±ÐÀÇÇâÀÌ ÀÖ´Ù¾ø´Ù
ÀÖ´Ù¸é ¸îÆÛ?",0
4052,½ÉÀå¿¡¹ÚÇö¼­,555,0,"¹é¤µ¾Æ´Ï..Çö¼­´Ô À¯ÅúÇÏ±âÀü¿¡ ÇÏ°í½ÍÀº ÀÏÀÌ¹«¾ùÀÌ¿´Á®?
¶Ç º¸¹°¼¶Àº Æò¼Ò¿¡ ÀÚÁÖº¸½Ã³ª¿ä?¾Æ´Ô ´õºíºñ³ª¤»¤»",0
4053,½ÉÀå¿¡¹ÚÇö¼­,556,0,´©³ª À¯Æ©ºê ±¤°í¿¡ µþÀÌ Áý¿¡¼­ ¾È³ª°£´Ù¸é °­Ãß ÀÌ ¿µ»ó ±× µþÀÌ ´©³ªÁÒ??,0
4054,½ÉÀå¿¡¹ÚÇö¼­,557,0,¿Ö ¸ø»ý°åÁö ¾ÈÁö ¾ÈÁö ¾ÈÁö ¾È¾Æ¿ä?,0
4055,½ÉÀå¿¡¹ÚÇö¼­,558,0,Àç¿­´Ô°ú Á¦Èñ´Ô Ä¿ÇÃ ÀÀ¿øÇÏ½Ã³ª¿ä???,0
4056,½ÉÀå¿¡¹ÚÇö¼­,559,0,"±Ç±âµ¿¾ó±¼¿¡ Ã¢¸ð(¼º°Ý,Å°)vs Ã¢¸ð¾ó±¼¿¡ ±Ç±âµ¿(¼º°Ý,Å°)",0
4057,½ÉÀå¿¡¹ÚÇö¼­,560,0,Çö¶°´Ô ±âµ¿¿Àºü ÁÁ¾ÆÇØ¿ä?,0
4058,½ÉÀå¿¡¹ÚÇö¼­,561,0,¾ð´Ï Æò¼ÒÀÔ´Â ¿Ê Á¤º¸ °¡°Ý!! ·»Áîµµ¿ä!,0
4059,½ÉÀå¿¡¹ÚÇö¼­,562,0,¾ð´Ï ¼¨µµ¿ì Á¤º¸¿ä!,0
4060,½ÉÀå¿¡¹ÚÇö¼­,563,0,"1.ÆÒ¹ÌÆÃ°°Àº°Å ÇÏ½ÇÀÇÇâ ÀÖÀ¸½ÅÁö??
2.±âµ¿´ÔÀÌ¶ûÀº ¾î¶»°Ô ±×·¸°Ô Ä£ÇØÁ³´ÂÁö??
3.Á¦ÈñÀç¿­ÀÇ ºñ¹æ µ¥ÀÌÆ®¸¦ ¸ñ°ÝÇÏ½ÅÀûÀÌ ÀÖ´ÂÁö?!",0
4061,½ÉÀå¿¡¹ÚÇö¼­,564,0,"ÇÖµµ±×¿¡¼­ Á¦ÀÏ Àß »ý±ä »ç¶÷!! (ÇÇµð Æ÷ÇÔ)
¿¹»Û»ç¶÷Àº º»ÀÎ ÇÏ½Ç °Í °°¾Æ¼­..¤¾¤¾",0
4062,½ÉÀå¿¡¹ÚÇö¼­,565,0,»ý¾ó·Î ÄáÆÏÀÌµé ¸¸³ª±â vs ±Ç±âµ¿°ú °áÈ¥ÇÏ±â  Á¤¸»±Ã±ÝÇÏ³×¿ä ^^ ±Ø°ú±Ø,0
4063,½ÉÀå¿¡¹ÚÇö¼­,566,0,¼ÖÁ÷È÷ ±Ç±âµ¿º¸´Ù Á¤Àç¿­ÀÌ ´õ ÁÁ´Ù,0
4064,½ÉÀå¿¡¹ÚÇö¼­,567,0,¼ú¸¶½Å °­Á¦Èñ Áý¿¡ µ¥·Á´ÙÁÖ±â VS ±Ç±âµ¿ÀÌ¶û ÇÏ·çÁ¾ÀÏ ÀÔÅÐ±â VS Á¤Àç¿­ÀÌ¶û Æ®¿ùÅ·Ãß±â,0
4065,½ÉÀå¿¡¹ÚÇö¼­,568,0,"¿ÊÀº ÁÖ·Î ¾îµð¼­ ±¸¸ÅÇÏ½Ã³ª¿ä?
Ã¢¸ð´Ô ¾ðÁ¦ºÎÅÍ ÁÁ¾ÆÇÏ°Ô ‰ç³ª¿ä?

Çö¼­´Ô Á¦ ½ÉÀå¿¡ ¹ÚÇû¾î¿ä??????",0
4066,½ÉÀå¿¡¹ÚÇö¼­,569,0,"±Ç±âµ¿ÀÌ °í¹éÇÏ¸é?
¹Þ¾ÆÁØ´Ù , ´ç¿¬È÷ ¹Þ¾ÆÁØ´Ù",0
4067,½ÉÀå¿¡¹ÚÇö¼­,570,0,½ÉÀå¿¡¹ÚÇö¼­ ±×¸¸µÎ±â VS ÇÖµµ±×½ºÆ©µð¿À ±×¸¸µÎ±â,0
4068,½ÉÀå¿¡¹ÚÇö¼­,571,0,"°¡½¿µÑ·¹º¸´Ù ¸Ó¸®µÑ·¹ ´õ Å©³Ä°í ... ??? Àú·±¸»Àº ÇØµµ µÇ´Â °ÅÀÓ ? .. ,,",0
